trial_type,context,early,stim,cue,motion,color,context_freq,cue_dur,trial_dur,color_freq,context_entropy,congruent,correct_response,block,run,run_trial,iti,condition_trial
later,1,False,True,0,0.0,0.0,0.5,,1.0,0.5,0.69314718055994529,True,0.0,0,1,0,1.0,0
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,1,1.0,1
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,2,1.0,2
early,1,True,True,1,0.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,0.0,0,1,3,2.0,3
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,4,1.0,4
early,0,True,True,0,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,5,1.0,5
later,0,False,True,1,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,1,6,2.0,6
early,1,True,True,0,0.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,7,1.0,7
catch,0,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,8,5.0,8
early,0,True,True,1,0.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,1,9,2.0,9
later,0,False,True,0,0.0,1.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,1,10,1.0,10
later,1,False,True,1,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,1,11,2.0,11
early,1,True,True,0,0.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,0.0,0,1,12,1.0,12
catch,0,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,13,1.0,13
catch,0,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,14,2.0,14
later,0,False,True,0,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,1,15,5.0,15
later,1,False,True,0,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,1,16,2.0,16
later,0,False,True,0,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,1.0,0,1,17,1.0,17
catch,1,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,18,5.0,18
early,0,True,True,1,0.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,0.0,0,1,19,3.0,19
early,1,True,True,0,1.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,1.0,0,1,20,1.0,20
later,1,False,True,1,0.0,0.0,0.5,,1.0,0.5,0.69314718055994529,True,0.0,0,1,21,1.0,21
catch,0,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,22,1.0,22
later,0,False,True,0,0.0,0.0,0.5,,1.0,0.5,0.69314718055994529,True,0.0,0,1,23,1.0,23
catch,0,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,24,2.0,24
catch,0,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,25,1.0,25
later,0,False,True,0,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,1.0,0,1,26,1.0,26
early,1,True,True,0,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,1,27,3.0,27
later,1,False,True,0,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,1,28,1.0,28
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,29,1.0,29
catch,1,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,30,1.0,30
later,0,False,True,1,0.0,1.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,1,31,1.0,31
later,0,False,True,0,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,1.0,0,1,32,1.0,32
catch,1,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,33,1.0,33
catch,1,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,34,3.0,34
early,1,True,True,1,0.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,35,1.0,35
catch,1,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,36,1.0,36
catch,0,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,37,2.0,37
later,0,False,True,0,0.0,0.0,0.5,,1.0,0.5,0.69314718055994529,True,0.0,0,1,38,1.0,38
later,1,False,True,0,0.0,0.0,0.5,,1.0,0.5,0.69314718055994529,True,0.0,0,1,39,1.0,39
early,1,True,True,1,0.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,40,2.0,40
early,1,True,True,0,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,1,41,1.0,41
early,1,True,True,1,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,1,42,2.0,42
later,1,False,True,1,0.0,0.0,0.5,,1.0,0.5,0.69314718055994529,True,0.0,0,1,43,1.0,43
early,0,True,True,0,0.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,1,44,2.0,44
later,1,False,True,1,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,1,45,1.0,45
later,0,False,True,1,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,1.0,0,1,46,1.0,46
later,0,False,True,1,0.0,0.0,0.5,,1.0,0.5,0.69314718055994529,True,0.0,0,1,47,3.0,47
early,0,True,True,0,1.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,1.0,0,1,48,3.0,48
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,49,4.0,49
early,0,True,True,1,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,50,1.0,50
early,1,True,True,0,0.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,51,2.0,51
later,0,False,True,1,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,1.0,0,1,52,1.0,52
early,1,True,True,1,0.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,53,1.0,53
early,0,True,True,1,0.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,1,54,3.0,54
early,0,True,True,1,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,55,1.0,55
later,1,False,True,0,0.0,1.0,0.5,,1.0,0.5,0.69314718055994529,False,1.0,0,1,56,1.0,56
early,1,True,True,1,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,1,57,1.0,57
later,0,False,True,0,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,1,58,1.0,58
catch,0,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,59,1.0,59
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,60,1.0,60
early,1,True,True,1,0.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,0.0,0,1,61,1.0,61
later,0,False,True,0,0.0,0.0,0.5,,1.0,0.5,0.69314718055994529,True,0.0,0,1,62,1.0,62
early,1,True,True,1,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,1,63,5.0,63
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,64,1.0,64
catch,0,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,65,1.0,65
early,0,True,True,1,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,66,1.0,66
catch,0,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,67,1.0,67
catch,1,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,68,1.0,68
early,0,True,True,0,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,69,2.0,69
early,0,True,True,0,0.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,1,70,3.0,70
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,1,71,1.0,71
early,1,True,True,1,1.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,1.0,0,1,72,1.0,72
early,0,True,True,0,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,1,73,1.0,73
early,0,True,True,1,1.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,1.0,0,1,74,2.0,74
catch,0,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,0,4.0,75
later,1,False,True,1,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,2,1,1.0,76
early,0,True,True,1,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,1.0,0,2,2,3.0,77
early,1,True,True,0,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,2,3,1.0,78
catch,1,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,4,4.0,79
later,0,False,True,0,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,1.0,0,2,5,2.0,80
catch,0,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,6,1.0,81
later,1,False,True,1,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,2,7,1.0,82
later,1,False,True,0,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,2,8,1.0,83
early,0,True,True,1,0.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,0.0,0,2,9,3.0,84
catch,0,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,10,1.0,85
catch,1,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,11,3.0,86
catch,1,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,12,1.0,87
catch,0,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,13,1.0,88
catch,0,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,14,1.0,89
later,1,False,True,1,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,2,15,1.0,90
later,1,False,True,1,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,2,16,1.0,91
early,1,True,True,1,1.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,1.0,0,2,17,2.0,92
later,1,False,True,1,0.0,1.0,0.5,,1.0,0.5,0.69314718055994529,False,1.0,0,2,18,1.0,93
later,1,False,True,0,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,2,19,2.0,94
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,20,2.0,95
later,0,False,True,0,0.0,1.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,2,21,4.0,96
later,0,False,True,1,0.0,1.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,2,22,1.0,97
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,23,4.0,98
catch,0,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,24,1.0,99
later,0,False,True,0,0.0,1.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,2,25,1.0,100
catch,1,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,26,1.0,101
later,0,False,True,1,0.0,0.0,0.5,,1.0,0.5,0.69314718055994529,True,0.0,0,2,27,1.0,102
catch,1,True,False,0,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,28,1.0,103
later,1,False,True,0,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,2,29,1.0,104
early,1,True,True,1,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,2,30,1.0,105
later,0,False,True,1,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,1.0,0,2,31,3.0,106
catch,0,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,32,5.0,107
later,1,False,True,1,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,2,33,2.0,108
early,1,True,True,0,1.0,0.0,0.5,1.5,2.0,0.5,0.69314718055994529,False,0.0,0,2,34,2.0,109
later,0,False,True,1,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,2,35,1.0,110
later,0,False,True,1,0.0,1.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,2,36,2.0,111
later,1,False,True,1,0.0,1.0,0.5,,1.0,0.5,0.69314718055994529,False,1.0,0,2,37,1.0,112
catch,0,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,38,2.0,113
early,1,True,True,0,1.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,1.0,0,2,39,2.0,114
early,0,True,True,0,1.0,1.0,0.5,1.5,2.0,0.5,0.69314718055994529,True,1.0,0,2,40,2.0,115
later,1,False,True,0,1.0,0.0,0.5,,1.0,0.5,0.69314718055994529,False,0.0,0,2,41,1.0,116
catch,0,True,False,1,,,0.5,1.5,1.0,0.5,0.69314718055994529,False,,0,2,42,1.0,117
later,0,False,True,1,1.0,1.0,0.5,,1.0,0.5,0.69314718055994529,True,1.0,0,2,43,1.0,118
later,1,False,True,1,0.0,0.0,0.5,,1.0,0.5,0.69314718055994529,True,0.0,0,2,44,4.0,119
later,0,False,True,0,0.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,1,2,45,1.0,0
later,1,False,True,1,0.0,0.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,1,2,46,3.0,1
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,2,47,1.0,2
later,0,False,True,0,0.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,1,2,48,3.0,3
later,0,False,True,0,1.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,1,2,49,1.0,4
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,2,50,1.0,5
early,1,True,True,1,0.0,1.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,1,2,51,1.0,6
early,0,True,True,1,1.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,1,2,52,1.0,7
later,0,False,True,0,0.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,1,2,53,1.0,8
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,2,54,1.0,9
later,1,False,True,1,1.0,0.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,1,2,55,4.0,10
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,2,56,1.0,11
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,2,57,1.0,12
later,0,False,True,1,1.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,1,2,58,2.0,13
early,0,True,True,0,0.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,1,2,59,1.0,14
early,0,True,True,1,0.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,1,2,60,1.0,15
early,0,True,True,1,1.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,1,2,61,1.0,16
early,0,True,True,1,1.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,1,2,62,1.0,17
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,2,63,4.0,18
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,2,64,2.0,19
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,2,65,1.0,20
early,1,True,True,0,1.0,0.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,1,2,66,1.0,21
later,1,False,True,1,0.0,0.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,1,2,67,5.0,22
later,0,False,True,1,0.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,1,2,68,1.0,23
early,0,True,True,0,0.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,1,2,69,1.0,24
later,1,False,True,0,1.0,1.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,1,2,70,1.0,25
later,0,False,True,1,1.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,1,2,71,1.0,26
early,0,True,True,0,0.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,1,2,72,2.0,27
later,1,False,True,1,0.0,1.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,1,2,73,4.0,28
catch,1,True,False,1,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,2,74,2.0,29
early,0,True,True,1,0.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,1,3,0,1.0,30
early,0,True,True,0,1.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,1,3,1,1.0,31
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,3,2,1.0,32
early,0,True,True,0,0.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,1,3,3,1.0,33
early,0,True,True,0,0.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,1,3,4,1.0,34
later,0,False,True,1,0.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,1,3,5,1.0,35
later,1,False,True,0,0.0,1.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,1,3,6,3.0,36
early,0,True,True,0,0.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,1,3,7,1.0,37
catch,1,True,False,0,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,3,8,2.0,38
early,1,True,True,0,1.0,0.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,1,3,9,1.0,39
later,0,False,True,0,1.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,1,3,10,2.0,40
early,0,True,True,0,1.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,1,3,11,1.0,41
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,3,12,1.0,42
early,1,True,True,1,1.0,0.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,1,3,13,1.0,43
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,3,14,1.0,44
later,1,False,True,1,1.0,0.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,1,3,15,2.0,45
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,3,16,2.0,46
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,3,17,1.0,47
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,3,18,5.0,48
later,0,False,True,0,0.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,1,3,19,1.0,49
early,0,True,True,1,1.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,1,3,20,2.0,50
later,1,False,True,1,0.0,1.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,1,3,21,1.0,51
later,1,False,True,1,1.0,1.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,1,3,22,1.0,52
later,1,False,True,0,1.0,0.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,1,3,23,3.0,53
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,3,24,2.0,54
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,1,3,25,1.0,55
later,0,False,True,1,0.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,1,3,26,1.0,56
early,0,True,True,0,0.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,1,3,27,1.0,57
later,0,False,True,1,0.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,1,3,28,2.0,58
later,0,False,True,1,1.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,1,3,29,1.0,59
catch,0,True,False,1,,,0.19999999999999996,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,30,3.0,0
later,1,False,True,0,0.0,0.0,0.80000000000000004,,1.0,0.19999999999999996,0.50040242353818787,True,0.0,2,3,31,1.0,1
later,0,False,True,0,1.0,0.0,0.19999999999999996,,1.0,0.19999999999999996,0.50040242353818787,False,1.0,2,3,32,1.0,2
catch,1,True,False,1,,,0.80000000000000004,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,33,2.0,3
later,1,False,True,0,0.0,0.0,0.80000000000000004,,1.0,0.19999999999999996,0.50040242353818787,True,0.0,2,3,34,2.0,4
catch,1,True,False,0,,,0.80000000000000004,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,35,1.0,5
early,1,True,True,0,1.0,0.0,0.80000000000000004,1.5,2.0,0.19999999999999996,0.50040242353818787,False,0.0,2,3,36,2.0,6
early,1,True,True,0,1.0,0.0,0.80000000000000004,1.5,2.0,0.19999999999999996,0.50040242353818787,False,0.0,2,3,37,1.0,7
later,1,False,True,0,1.0,0.0,0.80000000000000004,,1.0,0.19999999999999996,0.50040242353818787,False,0.0,2,3,38,1.0,8
catch,0,True,False,0,,,0.19999999999999996,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,39,3.0,9
later,1,False,True,0,1.0,1.0,0.80000000000000004,,1.0,0.19999999999999996,0.50040242353818787,True,1.0,2,3,40,1.0,10
catch,1,True,False,0,,,0.80000000000000004,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,41,1.0,11
catch,1,True,False,0,,,0.80000000000000004,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,42,1.0,12
catch,1,True,False,0,,,0.80000000000000004,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,43,3.0,13
early,1,True,True,0,0.0,1.0,0.80000000000000004,1.5,2.0,0.19999999999999996,0.50040242353818787,False,1.0,2,3,44,1.0,14
catch,1,True,False,0,,,0.80000000000000004,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,45,3.0,15
early,1,True,True,0,1.0,1.0,0.80000000000000004,1.5,2.0,0.19999999999999996,0.50040242353818787,True,1.0,2,3,46,2.0,16
later,1,False,True,0,1.0,0.0,0.80000000000000004,,1.0,0.19999999999999996,0.50040242353818787,False,0.0,2,3,47,3.0,17
later,1,False,True,1,1.0,0.0,0.80000000000000004,,1.0,0.19999999999999996,0.50040242353818787,False,0.0,2,3,48,4.0,18
catch,0,True,False,1,,,0.19999999999999996,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,49,1.0,19
catch,0,True,False,1,,,0.19999999999999996,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,50,1.0,20
early,0,True,True,1,0.0,1.0,0.19999999999999996,1.5,2.0,0.19999999999999996,0.50040242353818787,False,0.0,2,3,51,1.0,21
catch,1,True,False,0,,,0.80000000000000004,1.5,1.0,0.19999999999999996,0.50040242353818787,False,,2,3,52,3.0,22
