trial_type,context,early,stim,cue,motion,color,context_freq,cue_dur,trial_dur,color_freq,context_entropy,congruent,correct_response,block,run,run_trial,iti,condition_trial
later,0,False,True,0,0.0,0.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,True,0.0,8,10,55,2.0,130
later,0,False,True,1,1.0,0.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,False,1.0,8,10,56,1.0,131
later,0,False,True,0,0.0,0.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,True,0.0,8,10,57,4.0,132
catch,1,True,False,1,,,0.20000000000000001,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,10,58,2.0,133
later,1,False,True,1,1.0,0.0,0.20000000000000001,,1.0,0.80000000000000004,0.50040242353818787,False,0.0,8,10,59,1.0,134
catch,0,True,False,1,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,10,60,1.0,135
later,0,False,True,1,1.0,1.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,True,1.0,8,10,61,1.0,136
early,0,True,True,0,1.0,0.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,False,1.0,8,10,62,1.0,137
later,0,False,True,1,1.0,1.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,True,1.0,8,10,63,1.0,138
early,0,True,True,1,0.0,0.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,True,0.0,8,10,64,4.0,139
later,0,False,True,1,1.0,1.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,True,1.0,8,10,65,1.0,140
catch,0,True,False,1,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,10,66,3.0,141
catch,0,True,False,1,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,10,67,1.0,142
later,1,False,True,1,0.0,1.0,0.20000000000000001,,1.0,0.80000000000000004,0.50040242353818787,False,1.0,8,10,68,3.0,143
early,0,True,True,0,0.0,1.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,False,0.0,8,10,69,1.0,144
catch,0,True,False,0,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,10,70,1.0,145
catch,1,True,False,0,,,0.20000000000000001,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,10,71,1.0,146
later,1,False,True,0,1.0,0.0,0.20000000000000001,,1.0,0.80000000000000004,0.50040242353818787,False,0.0,8,10,72,2.0,147
later,0,False,True,1,0.0,1.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,False,0.0,8,10,73,1.0,148
later,0,False,True,0,1.0,1.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,True,1.0,8,10,74,1.0,149
early,0,True,True,0,0.0,0.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,True,0.0,8,11,0,1.0,150
early,1,True,True,0,0.0,1.0,0.20000000000000001,1.5,2.0,0.80000000000000004,0.50040242353818787,False,1.0,8,11,1,2.0,151
catch,0,True,False,0,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,11,2,1.0,152
catch,0,True,False,0,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,11,3,2.0,153
early,0,True,True,0,0.0,1.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,False,0.0,8,11,4,1.0,154
early,0,True,True,0,1.0,0.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,False,1.0,8,11,5,4.0,155
catch,0,True,False,1,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,11,6,1.0,156
later,0,False,True,1,1.0,0.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,False,1.0,8,11,7,1.0,157
later,0,False,True,0,0.0,1.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,False,0.0,8,11,8,1.0,158
early,0,True,True,1,0.0,1.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,False,0.0,8,11,9,2.0,159
later,0,False,True,1,0.0,0.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,True,0.0,8,11,10,1.0,160
catch,0,True,False,0,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,11,11,4.0,161
early,1,True,True,0,1.0,1.0,0.20000000000000001,1.5,2.0,0.80000000000000004,0.50040242353818787,True,1.0,8,11,12,1.0,162
later,0,False,True,0,0.0,0.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,True,0.0,8,11,13,1.0,163
early,0,True,True,0,0.0,0.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,True,0.0,8,11,14,1.0,164
catch,0,True,False,0,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,11,15,2.0,165
early,1,True,True,1,0.0,1.0,0.20000000000000001,1.5,2.0,0.80000000000000004,0.50040242353818787,False,1.0,8,11,16,2.0,166
later,0,False,True,0,1.0,1.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,True,1.0,8,11,17,1.0,167
later,0,False,True,1,1.0,0.0,0.80000000000000004,,1.0,0.80000000000000004,0.50040242353818787,False,1.0,8,11,18,1.0,168
catch,0,True,False,1,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,11,19,2.0,169
later,1,False,True,1,0.0,0.0,0.20000000000000001,,1.0,0.80000000000000004,0.50040242353818787,True,0.0,8,11,20,1.0,170
early,0,True,True,0,1.0,1.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,True,1.0,8,11,21,2.0,171
later,1,False,True,1,1.0,0.0,0.20000000000000001,,1.0,0.80000000000000004,0.50040242353818787,False,0.0,8,11,22,3.0,172
early,1,True,True,0,1.0,0.0,0.20000000000000001,1.5,2.0,0.80000000000000004,0.50040242353818787,False,0.0,8,11,23,1.0,173
catch,0,True,False,0,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,11,24,1.0,174
catch,0,True,False,1,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,11,25,1.0,175
catch,0,True,False,1,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,11,26,2.0,176
early,0,True,True,1,0.0,0.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,True,0.0,8,11,27,1.0,177
early,0,True,True,0,0.0,0.0,0.80000000000000004,1.5,2.0,0.80000000000000004,0.50040242353818787,True,0.0,8,11,28,2.0,178
catch,0,True,False,0,,,0.80000000000000004,1.5,1.0,0.80000000000000004,0.50040242353818787,False,,8,11,29,2.0,179
catch,1,True,False,1,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,30,5.0,60
early,0,True,True,0,1.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,11,31,1.0,61
early,0,True,True,1,1.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,11,32,1.0,62
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,33,3.0,63
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,34,1.0,64
catch,1,True,False,0,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,35,1.0,65
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,36,4.0,66
later,1,False,True,0,1.0,1.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,11,37,2.0,67
later,1,False,True,1,1.0,1.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,11,38,1.0,68
catch,1,True,False,0,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,39,1.0,69
early,0,True,True,1,0.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,9,11,40,2.0,70
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,41,1.0,71
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,42,1.0,72
early,1,True,True,1,1.0,1.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,11,43,1.0,73
early,0,True,True,0,0.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,11,44,1.0,74
later,0,False,True,1,1.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,9,11,45,1.0,75
later,1,False,True,1,1.0,0.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,9,11,46,1.0,76
early,0,True,True,1,0.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,9,11,47,1.0,77
catch,1,True,False,1,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,48,3.0,78
catch,1,True,False,0,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,49,3.0,79
catch,1,True,False,0,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,50,1.0,80
later,0,False,True,0,1.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,9,11,51,2.0,81
early,0,True,True,1,1.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,11,52,1.0,82
catch,1,True,False,1,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,53,1.0,83
early,1,True,True,1,1.0,0.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,9,11,54,1.0,84
early,0,True,True,0,1.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,11,55,2.0,85
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,56,2.0,86
later,0,False,True,0,1.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,11,57,1.0,87
early,0,True,True,0,1.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,11,58,1.0,88
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,59,2.0,89
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,60,2.0,90
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,61,1.0,91
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,62,3.0,92
early,0,True,True,1,0.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,11,63,1.0,93
later,0,False,True,0,1.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,9,11,64,3.0,94
early,0,True,True,0,1.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,11,65,1.0,95
later,0,False,True,0,0.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,9,11,66,1.0,96
later,1,False,True,1,0.0,1.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,9,11,67,2.0,97
catch,1,True,False,1,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,68,1.0,98
later,0,False,True,1,1.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,11,69,1.0,99
early,0,True,True,0,0.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,11,70,1.0,100
early,1,True,True,0,0.0,1.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,11,71,1.0,101
early,0,True,True,0,1.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,11,72,2.0,102
catch,1,True,False,1,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,11,73,4.0,103
early,1,True,True,0,0.0,1.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,11,74,1.0,104
later,0,False,True,1,0.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,0,1.0,105
later,0,False,True,0,1.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,1,1.0,106
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,2,2.0,107
early,1,True,True,1,1.0,1.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,3,1.0,108
catch,1,True,False,1,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,4,2.0,109
catch,1,True,False,0,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,5,1.0,110
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,6,2.0,111
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,7,1.0,112
later,0,False,True,1,0.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,8,1.0,113
later,0,False,True,1,0.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,9,2.0,114
later,0,False,True,1,1.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,10,2.0,115
later,1,False,True,0,0.0,0.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,11,2.0,116
catch,1,True,False,0,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,12,1.0,117
later,0,False,True,0,1.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,13,3.0,118
early,0,True,True,1,1.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,14,3.0,119
early,1,True,True,0,1.0,1.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,15,1.0,120
later,0,False,True,0,1.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,16,1.0,121
early,1,True,True,1,1.0,0.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,9,12,17,2.0,122
later,0,False,True,1,0.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,9,12,18,1.0,123
later,1,False,True,0,0.0,1.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,19,3.0,124
later,0,False,True,1,1.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,20,2.0,125
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,21,2.0,126
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,22,2.0,127
early,1,True,True,0,0.0,0.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,23,1.0,128
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,24,3.0,129
early,1,True,True,1,0.0,0.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,25,2.0,130
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,26,1.0,131
early,1,True,True,0,1.0,0.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,9,12,27,1.0,132
early,0,True,True,1,0.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,28,1.0,133
early,0,True,True,1,1.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,29,1.0,134
early,0,True,True,1,1.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,30,1.0,135
later,0,False,True,1,1.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,31,1.0,136
catch,1,True,False,0,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,32,2.0,137
early,0,True,True,0,1.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,33,2.0,138
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,34,3.0,139
early,1,True,True,1,0.0,1.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,35,1.0,140
later,0,False,True,1,1.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,36,1.0,141
later,1,False,True,0,1.0,0.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,9,12,37,1.0,142
early,0,True,True,1,0.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,9,12,38,3.0,143
early,0,True,True,0,1.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,39,2.0,144
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,40,5.0,145
early,1,True,True,0,1.0,1.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,41,2.0,146
early,1,True,True,1,0.0,1.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,42,2.0,147
later,0,False,True,0,0.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,43,4.0,148
catch,1,True,False,0,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,44,1.0,149
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,45,2.0,150
later,0,False,True,0,0.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,46,1.0,151
early,1,True,True,0,0.0,1.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,47,1.0,152
later,1,False,True,0,0.0,1.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,48,2.0,153
early,1,True,True,0,0.0,0.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,49,1.0,154
later,0,False,True,0,1.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,50,3.0,155
catch,0,True,False,1,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,51,1.0,156
early,0,True,True,1,0.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,0.0,9,12,52,1.0,157
early,1,True,True,1,0.0,0.0,0.33333333333333331,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,53,1.0,158
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,54,1.0,159
early,0,True,True,1,1.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,55,2.0,160
later,0,False,True,0,0.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,56,2.0,161
catch,1,True,False,1,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,57,1.0,162
later,0,False,True,0,0.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,9,12,58,1.0,163
later,1,False,True,0,0.0,0.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,59,1.0,164
catch,1,True,False,0,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,60,2.0,165
later,0,False,True,1,1.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,61,1.0,166
later,0,False,True,1,0.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,62,1.0,167
later,0,False,True,1,0.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,9,12,63,1.0,168
catch,1,True,False,1,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,64,1.0,169
later,0,False,True,0,1.0,0.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,1.0,9,12,65,1.0,170
early,0,True,True,1,0.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,66,1.0,171
early,0,True,True,1,0.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,67,1.0,172
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,68,2.0,173
later,1,False,True,0,1.0,0.0,0.33333333333333331,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,9,12,69,1.0,174
catch,1,True,False,1,,,0.33333333333333331,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,70,4.0,175
later,0,False,True,0,0.0,1.0,0.66666666666666674,,1.0,0.66666666666666674,0.63651416829481278,False,0.0,9,12,71,2.0,176
early,0,True,True,0,1.0,1.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,1.0,9,12,72,1.0,177
early,0,True,True,0,0.0,0.0,0.66666666666666674,1.5,2.0,0.66666666666666674,0.63651416829481278,True,0.0,9,12,73,1.0,178
catch,0,True,False,0,,,0.66666666666666674,1.5,1.0,0.66666666666666674,0.63651416829481278,False,,9,12,74,4.0,179
